Version,Damage,Alias,Region,Supports,Notes
2.3,576160,"<a href=""https://www.youtube.com/watch?v=2qodgZDy81o"">tabsy</a>",America,Diona Kazuha Bennett,"Elemental Burst
Food Buffs
Stunned"
1.6,540398,"<a href=""https://youtu.be/8QCN2TGceNA"">Yuminx</a>",Asia,Bennett Diona Sucrose,"Elemental Burst
Food Buffs
Stunned"
