Version,Damage,Alias,Region,Supports,Notes
2.1,221893,"<a href=""https://www.youtube.com/watch?v=DJBXCE7_2jI"">Devin</a>",America,Bennett Mona Sucrose,"Elemental Burst
Food Buff"
2.1,193867,"<a href=""https://www.youtube.com/watch?v=UCunLmtGPzQ"">Devin</a>",America,Bennett Sucrose Mona,"Elemental Burst
Food Buffs"
1.6,149449,"<a href=""https://www.youtube.com/watch?v=6SCTjC9a-fk"" rel=""noopener"" target=""_blank"">esqpur</a>",Asia,Bennett Mona Sucrose,"Elemental Burst
Food Buffs"
