Version,Damage,Alias,Region,Supports,Notes
2.3,99423,"<a href=""https://www.youtube.com/watch?v=eu-ldTDRv24"">QuakerEM</a>",America,Bennett AnemoMC Mona,"Elemental Skill
Food Buff"
2.1,95964,"<a href=""https://youtu.be/a8zreXNCL2s"">Jason</a>",America,"Ayaka Bennett Mona ","Elemental Skill
Food Buffs"
2.2,90862,"<a href=""https://www.youtube.com/watch?v=lPCzeGckT6k"">Quaker Eats Man</a>",America,AnemoMC Mona Bennett,"Elemental Skill
Food Buffs"
