Version,Damage,Alias,Region,Supports,Notes
2.1,132292,"<a href=""https://www.youtube.com/watch?v=W3bZ3VBJ0ZM"">Mumin</a>",Asia,Sara Bennett Kazuha,"Elemental Skill
Food Buff"
2.3,114450,"<a href=""https://www.youtube.com/watch?v=p7es_eKOmcY"">L</a>",America,Kazuha Bennett Mona,"Elemental Skill
Food Buffs"
2.3,108829,"<a href=""https://www.youtube.com/watch?v=PunrZmWK1Ws"">mathboi</a>",America,Kazuha Bennett Lisa,"Elemental Skill
Food Buff"
